,time,V,m,n,h,s
6457,80.71249999999506,-70.1720651281953,0.028198657115731034,0.3513012319544435,0.5590892421227208,0.3513012319544435
6458,80.72499999999505,-70.14430224587261,0.02829600292502944,0.35082683576118695,0.5596812303263158,0.35082683576118695
6459,80.73749999999504,-70.11658204758011,0.02839353113154814,0.3503583652712155,0.5602693389465419,0.3503583652712155
6460,80.74999999999503,-70.08890855930099,0.02849122306302348,0.3498901167222779,0.5608539184205454,0.3498901167222779
6461,80.76249999999501,-70.06128117310067,0.028589063904942928,0.3494233749242484,0.5614300359301482,0.3494233749242484
6462,80.774999999995,-70.03369916652176,0.028687055118183088,0.34895939834990014,0.5620047247717875,0.34895939834990014
6463,80.78749999999499,-70.00616114452691,0.02878519859495332,0.34849715881613985,0.5625805065221438,0.34849715881613985
6464,80.79999999999498,-69.9786644538832,0.028883498660619965,0.34803845498767644,0.5631496355843566,0.34803845498767644
6465,80.81249999999497,-69.95121238425969,0.028981964212539544,0.34758986944043774,0.5637138825739482,0.34758986944043774
6466,80.82499999999496,-69.92381087031522,0.029080582881741708,0.3471455206995276,0.5642743549185495,0.3471455206995276
6467,80.83749999999495,-69.89646029127393,0.029179332597880324,0.34669662875383334,0.5648284916059771,0.34669662875383334
6468,80.84999999999494,-69.86915209380703,0.02927821113097115,0.346255855937683,0.5653769379132777,0.346255855937683
6469,80.86249999999492,-69.84189182869828,0.029377248675439678,0.3458174880705408,0.5659248671911303,0.3458174880705408
6470,80.87499999999491,-69.81468054160226,0.029476424419759412,0.3453797070129992,0.5664678353026219,0.3453797070129992
6471,80.8874999999949,-69.78751240467636,0.029575733761376358,0.3449432164621054,0.5670023617628839,0.3449432164621054
6472,80.89999999999489,-69.76038931988383,0.02967519724883112,0.3445206151918552,0.5675384596387018,0.3445206151918552
6473,80.91249999999488,-69.73332490867885,0.02977480726166972,0.34409532599473147,0.5680715205936668,0.34409532599473147
6474,80.92499999999487,-69.70630872266038,0.02987451284567,0.3436781594108936,0.5686012619591475,0.3436781594108936
6475,80.93749999999486,-69.67935586696056,0.029974351504347567,0.34326359691606023,0.5691294588791117,0.34326359691606023
6476,80.94999999999484,-69.65246813172033,0.030074266342703704,0.34285165176875404,0.5696500216689767,0.34285165176875404
6477,80.96249999999483,-69.62564331225343,0.03017424935422041,0.3424418938702966,0.570165148826613,0.3424418938702966
6478,80.97499999999482,-69.5988844300178,0.03027430736872387,0.34203649199136515,0.5706746531493605,0.34203649199136515
6479,80.98749999999481,-69.57219181519147,0.030374427728408288,0.34163846556878125,0.5711837773200048,0.34163846556878125
6480,80.9999999999948,-69.54557095058045,0.030474607747284083,0.34124216055872236,0.571683763314134,0.34124216055872236
6481,81.01249999999479,-69.5190177587096,0.030574825291655214,0.3408408546934229,0.5721858257149979,0.3408408546934229
6482,81.02499999999478,-69.49252528729981,0.030675094126168593,0.3404506168792388,0.5726867071382213,0.3404506168792388
6483,81.03749999999476,-69.46609688656,0.03077543910387213,0.3400599317961278,0.5731777505917985,0.3400599317961278
6484,81.04999999999475,-69.43972711403514,0.03087584619279886,0.3396733443532526,0.5736624707056213,0.3396733443532526
6485,81.06249999999474,-69.41341452241288,0.030976334758913183,0.3392911463029172,0.5741488729686166,0.3392911463029172
6486,81.07499999999473,-69.38715887851419,0.03107690912093734,0.33890667152266507,0.5746341858588373,0.33890667152266507
